61.4414004894009,-136.637235242748,-131.671272058462,-1.69149269879043,90,30
68.2820711296941,-139.686629748561,-114.084441022279,-16.22892922916,90,30
64.5664554527497,-141.033830398279,-109.362025965453,-19.6041436362684,90,30
66.6451002329544,-143.54340400317,-101.578064708179,-24.8785312886508,90,30
69.7599057856962,-142.161853387022,-105.748777386345,-22.0893692266334,90,30
69.7837778177756,-142.198293566265,-105.636314343819,-22.1653920899157,90,30
71.4077456395752,-141.580138022426,-107.581231110805,-20.8386308667697,90,30
71.4301184711584,-141.61553881418,-107.468214077554,-20.916247108266,90,30
73.1558282034006,-141.027064871928,-109.383568144584,-19.5893669834888,90,30
73.1765107073418,-141.061425338508,-109.269940257205,-19.6686344042864,90,30
73.1765107073418,-141.061423274665,-109.269939283436,-19.6686374418988,90,30
74.6482853270207,-141.891240490736,-106.59435884112,-21.5144006681437,90,30
74.6482853270207,-141.891204303062,-106.594342745075,-21.5144529518632,90,30
